policy_id,valuation_date,driver_birth_date,driver_age,driver_age_band,vehicle_model_year,vehicle_age,vehicle_age_band,territory,vehicle_type,exposure,claim_count,total_claim_amount,earned_premium,true_annual_frequency,expected_claims_true
6181,2026-01-01,1990-01-14,35,25-39,2012,14,13+,Suburban,SUV,0.133,0,0.0,99.75,0.090821,0.012079
6182,2026-01-01,1997-08-28,28,25-39,2014,12,8-12,Suburban,Truck,0.575,0,0.0,495.94,0.092839,0.053383
6183,2026-01-01,1997-01-04,28,25-39,2007,19,13+,Suburban,Sedan,0.8302,0,0.0,622.65,0.081739,0.06786
6184,2026-01-01,1955-11-14,70,65+,2014,12,8-12,Rural,Sedan,0.6945,0,0.0,572.96,0.058866,0.040882
6185,2026-01-01,1980-12-27,45,40-64,2009,17,13+,Suburban,Sedan,0.2786,0,0.0,208.95,0.060416,0.016832
6186,2026-01-01,1982-08-27,43,40-64,2021,5,4-7,Suburban,SUV,0.7552,0,0.0,566.4,0.049725,0.037552
6187,2026-01-01,1962-02-11,63,40-64,2008,18,13+,Urban A,SUV,0.7475,0,0.0,700.78,0.108152,0.080844
6188,2026-01-01,1984-11-02,41,40-64,2013,13,13+,Suburban,SUV,0.3363,0,0.0,252.22,0.067129,0.022575
6189,2026-01-01,1987-09-08,38,25-39,2021,5,4-7,Suburban,SUV,0.6606,0,0.0,495.45,0.067275,0.044442
6190,2026-01-01,1993-07-10,32,25-39,2016,10,8-12,Suburban,SUV,0.6499,0,0.0,487.42,0.077366,0.05028
6191,2026-01-01,2000-06-01,25,25-39,2007,19,13+,Suburban,Truck,0.8558,0,0.0,738.13,0.108986,0.09327
6192,2026-01-01,1994-01-10,31,25-39,2013,13,13+,Urban B,Sedan,0.2225,0,0.0,183.56,0.104444,0.023239
6193,2026-01-01,1962-04-28,63,40-64,2015,11,8-12,Urban B,Truck,0.2754,0,0.0,261.29,0.087682,0.024148
6194,2026-01-01,1975-03-20,50,40-64,2010,16,13+,Rural,SUV,0.5374,0,0.0,403.05,0.052211,0.028058
6195,2026-01-01,1973-03-16,52,40-64,2022,4,4-7,Urban B,Sedan,0.1397,0,0.0,115.25,0.057184,0.007989
6196,2026-01-01,1984-04-22,41,40-64,2006,20,13+,Suburban,Sedan,0.474,0,0.0,355.5,0.060416,0.028637
6197,2026-01-01,1978-04-05,47,40-64,2026,0,0-3,Suburban,SUV,0.8094,0,0.0,607.05,0.042266,0.03421
6198,2026-01-01,1970-08-19,55,40-64,2007,19,13+,Urban B,SUV,0.2338,0,0.0,192.89,0.085776,0.020054
6199,2026-01-01,1982-10-03,43,40-64,2018,8,8-12,Urban B,SUV,0.514,0,0.0,424.05,0.073068,0.037557
6200,2026-01-01,1986-11-05,39,25-39,2007,19,13+,Suburban,Sedan,0.9908,0,0.0,743.1,0.081739,0.080987
6201,2026-01-01,1991-06-03,34,25-39,2024,2,0-3,Suburban,Sedan,0.5553,1,5172.67,416.48,0.051465,0.028579
6202,2026-01-01,1993-04-28,32,25-39,2009,17,13+,Urban A,SUV,0.5485,0,0.0,514.22,0.146323,0.080258
6203,2026-01-01,1974-05-17,51,40-64,2015,11,8-12,Rural,Truck,0.6029,0,0.0,520.0,0.053371,0.032178
6204,2026-01-01,2001-11-17,24,16-24,2007,19,13+,Suburban,Sedan,0.2674,0,0.0,290.8,0.135047,0.036112
6205,2026-01-01,1996-04-06,29,25-39,2026,0,0-3,Urban B,SUV,0.2324,0,0.0,191.73,0.073068,0.016981
6206,2026-01-01,1973-06-21,52,40-64,2016,10,8-12,Urban A,Sedan,0.7096,0,0.0,665.25,0.082916,0.058838
6207,2026-01-01,1963-10-20,62,40-64,2013,13,13+,Urban A,Sedan,0.4562,0,0.0,427.69,0.097337,0.044405
6208,2026-01-01,1990-02-27,35,25-39,2014,12,8-12,Urban A,SUV,0.3609,0,0.0,338.34,0.124646,0.044985
6209,2026-01-01,2008-01-20,17,16-24,2007,19,13+,Urban A,Truck,0.1283,0,0.0,200.57,0.362627,0.046525
6210,2026-01-01,1969-02-13,56,40-64,2023,3,0-3,Urban A,SUV,0.8614,0,0.0,807.56,0.068096,0.058658
6211,2026-01-01,2005-10-05,20,16-24,2018,8,8-12,Rural,SUV,0.1291,0,0.0,140.4,0.099417,0.012835
6212,2026-01-01,1986-07-15,39,25-39,2014,12,8-12,Suburban,Sedan,0.775,0,0.0,581.25,0.06963,0.053963
6213,2026-01-01,1980-09-29,45,40-64,2019,7,4-7,Rural,Sedan,0.4438,0,0.0,332.85,0.034808,0.015448
6214,2026-01-01,1965-12-22,60,40-64,2021,5,4-7,Suburban,SUV,0.6388,0,0.0,479.1,0.049725,0.031764
6215,2026-01-01,1964-06-22,61,40-64,2018,8,8-12,Suburban,SUV,0.3229,0,0.0,242.18,0.057184,0.018465
6216,2026-01-01,1982-01-26,43,40-64,2016,10,8-12,Rural,Sedan,0.2399,0,0.0,179.92,0.040029,0.009603
6217,2026-01-01,1957-12-09,68,65+,2010,16,13+,Urban B,Sports,0.58,1,4346.23,763.21,0.23336,0.135349
6218,2026-01-01,1983-06-18,42,40-64,2021,5,4-7,Suburban,Sports,0.7261,0,0.0,789.63,0.091991,0.066795
6219,2026-01-01,1979-08-25,46,40-64,2019,7,4-7,Rural,Sedan,0.2759,0,0.0,206.92,0.034808,0.009603
6220,2026-01-01,1983-05-03,42,40-64,2023,3,0-3,Rural,Sedan,0.4927,0,0.0,369.52,0.029586,0.014577
6221,2026-01-01,1972-11-17,53,40-64,2016,10,8-12,Urban B,Sedan,0.5002,0,0.0,412.66,0.065761,0.032894
6222,2026-01-01,1982-01-13,43,40-64,2016,10,8-12,Rural,Sports,0.2944,0,0.0,320.16,0.082281,0.024224
6223,2026-01-01,1949-10-31,76,65+,2016,10,8-12,Suburban,Sedan,0.6085,0,0.0,502.01,0.075684,0.046054
6224,2026-01-01,1961-11-22,64,40-64,2024,2,0-3,Urban B,Sedan,0.2313,0,0.0,190.82,0.048606,0.011243
6225,2026-01-01,1983-08-31,42,40-64,2017,9,8-12,Urban B,Truck,0.5588,0,0.0,530.16,0.087682,0.048997
6226,2026-01-01,2007-03-11,18,16-24,2012,14,13+,Urban B,Sedan,0.2021,0,0.0,241.76,0.17256,0.034874
6227,2026-01-01,1975-03-31,50,40-64,2023,3,0-3,Urban B,Truck,0.537,0,0.0,509.48,0.064808,0.034802
6228,2026-01-01,1991-01-26,34,25-39,2023,3,0-3,Urban A,Truck,0.3804,0,0.0,410.12,0.110555,0.042055
6229,2026-01-01,1987-04-09,38,25-39,2013,13,13+,Urban A,Sedan,0.507,0,0.0,475.31,0.131691,0.066767
6230,2026-01-01,1980-11-16,45,40-64,2009,17,13+,Rural,SUV,0.4904,0,0.0,367.8,0.052211,0.025604
6231,2026-01-01,1963-09-22,62,40-64,2012,14,13+,Rural,SUV,0.9171,0,0.0,687.82,0.052211,0.047883
6232,2026-01-01,1965-01-06,60,40-64,2020,6,4-7,Rural,SUV,0.5409,0,0.0,405.68,0.038675,0.020919
6233,2026-01-01,1975-09-30,50,40-64,2019,7,4-7,Suburban,SUV,0.8366,0,0.0,627.45,0.049725,0.0416
6234,2026-01-01,1966-01-08,59,40-64,2017,9,8-12,Rural,SUV,0.3031,0,0.0,227.32,0.044476,0.013481
6235,2026-01-01,1987-07-05,38,25-39,2019,7,4-7,Urban B,Truck,0.4169,0,0.0,395.53,0.103155,0.043005
6236,2026-01-01,1978-10-12,47,40-64,2026,0,0-3,Urban B,SUV,0.1676,0,0.0,138.27,0.054007,0.009052
6237,2026-01-01,2001-12-05,24,16-24,2021,5,4-7,Urban B,Truck,0.4787,0,0.0,658.54,0.17043,0.081585
6238,2026-01-01,2003-06-01,22,16-24,2011,15,13+,Urban B,SUV,0.7018,0,0.0,839.53,0.191734,0.134559
6239,2026-01-01,1996-01-03,29,25-39,2022,4,4-7,Suburban,Truck,0.8544,0,0.0,736.92,0.08073,0.068976
6240,2026-01-01,1965-07-28,60,40-64,2012,14,13+,Urban B,Sedan,0.6093,0,0.0,502.67,0.077198,0.047037
6241,2026-01-01,1950-07-27,75,65+,2010,16,13+,Rural,Sedan,0.6761,0,0.0,557.78,0.069103,0.046721
6242,2026-01-01,1972-03-25,53,40-64,2014,12,8-12,Urban A,Sedan,0.2595,0,0.0,243.28,0.082916,0.021517
6243,2026-01-01,2005-09-24,20,16-24,2016,10,8-12,Urban A,Sedan,0.1335,0,0.0,181.48,0.231678,0.030929
6244,2026-01-01,1972-01-14,53,40-64,2017,9,8-12,Urban B,Truck,0.8125,0,0.0,770.86,0.087682,0.071241
6245,2026-01-01,1989-04-03,36,25-39,2020,6,4-7,Urban A,Sedan,0.2503,0,0.0,234.66,0.097549,0.024416
6246,2026-01-01,1956-01-06,69,65+,2017,9,8-12,Rural,Sedan,0.1821,0,0.0,150.23,0.058866,0.010719
6247,2026-01-01,1966-11-12,59,40-64,2021,5,4-7,Suburban,SUV,0.9438,0,0.0,707.85,0.049725,0.04693
6248,2026-01-01,1985-06-11,40,40-64,2014,12,8-12,Urban B,Truck,0.9672,0,0.0,917.63,0.087682,0.084806
6249,2026-01-01,1981-11-07,44,40-64,2018,8,8-12,Suburban,Sedan,0.6546,0,0.0,490.95,0.051465,0.033689
6250,2026-01-01,1967-04-10,58,40-64,2014,12,8-12,Urban B,Sports,0.4408,0,0.0,527.31,0.135176,0.059586
6251,2026-01-01,1949-10-24,76,65+,2012,14,13+,Urban A,Sedan,0.8499,0,0.0,876.46,0.143142,0.121657
6252,2026-01-01,1988-01-06,37,25-39,2015,11,8-12,Urban B,Sedan,0.2842,0,0.0,234.47,0.088971,0.025286
6253,2026-01-01,1964-07-10,61,40-64,2024,2,0-3,Urban B,Sedan,0.4865,0,0.0,401.36,0.048606,0.023647
6254,2026-01-01,1969-01-01,57,40-64,2017,9,8-12,Suburban,Truck,0.4213,0,0.0,363.37,0.06862,0.02891
6255,2026-01-01,1991-02-17,34,25-39,2013,13,13+,Rural,Sedan,0.9214,0,0.0,691.05,0.063575,0.058578
6256,2026-01-01,1991-11-11,34,25-39,2017,9,8-12,Urban B,Sedan,0.9278,0,0.0,765.44,0.088971,0.082547
6257,2026-01-01,1993-08-03,32,25-39,2026,0,0-3,Suburban,Sedan,0.6858,0,0.0,514.35,0.051465,0.035295
6258,2026-01-01,1995-07-22,30,25-39,2020,6,4-7,Suburban,SUV,0.1997,0,0.0,149.77,0.067275,0.013435
6259,2026-01-01,1987-10-21,38,25-39,2014,12,8-12,Urban B,Sedan,0.534,0,0.0,440.55,0.088971,0.047511
6260,2026-01-01,1998-03-23,27,25-39,2025,1,0-3,Urban B,Sedan,0.3208,0,0.0,264.66,0.065761,0.021096
6261,2026-01-01,1991-05-01,34,25-39,2016,10,8-12,Urban B,Sedan,0.8964,0,0.0,739.53,0.088971,0.079754
6262,2026-01-01,1985-08-28,40,40-64,2024,2,0-3,Urban B,SUV,0.2246,0,0.0,185.3,0.054007,0.01213
6263,2026-01-01,1975-11-27,50,40-64,2014,12,8-12,Urban B,Sedan,0.1489,0,0.0,122.84,0.065761,0.009792
6264,2026-01-01,1981-08-07,44,40-64,2017,9,8-12,Urban B,SUV,0.734,0,0.0,605.55,0.073068,0.053632
6265,2026-01-01,1987-08-05,38,25-39,2007,19,13+,Urban B,Truck,0.508,0,0.0,481.96,0.139259,0.070744
6266,2026-01-01,1998-02-01,27,25-39,2026,0,0-3,Suburban,SUV,0.8545,0,0.0,640.88,0.057184,0.048864
6267,2026-01-01,1975-11-03,50,40-64,2021,5,4-7,Urban B,Truck,0.1672,0,0.0,158.63,0.076245,0.012748
6268,2026-01-01,1961-12-27,64,40-64,2020,6,4-7,Rural,Sedan,0.821,0,0.0,615.75,0.034808,0.028577
6269,2026-01-01,1972-10-24,53,40-64,2016,10,8-12,Urban A,SUV,0.1336,0,0.0,125.25,0.092129,0.012308
6270,2026-01-01,1974-10-06,51,40-64,2007,19,13+,Urban B,Sedan,0.1253,0,0.0,103.37,0.077198,0.009673
6271,2026-01-01,1983-09-20,42,40-64,2012,14,13+,Suburban,SUV,0.5152,0,0.0,386.4,0.067129,0.034585
6272,2026-01-01,1976-01-05,49,40-64,2011,15,13+,Suburban,Sedan,0.2992,0,0.0,224.4,0.060416,0.018076
6273,2026-01-01,1969-11-01,56,40-64,2022,4,4-7,Rural,SUV,0.6343,0,0.0,475.72,0.038675,0.024532
6274,2026-01-01,1988-10-15,37,25-39,2023,3,0-3,Urban B,SUV,0.1232,0,0.0,101.64,0.073068,0.009002
6275,2026-01-01,1946-05-21,79,65+,2019,7,4-7,Urban B,SUV,0.1319,0,0.0,119.7,0.093438,0.012324
6276,2026-01-01,2007-04-04,18,16-24,2021,5,4-7,Suburban,Sedan,0.7544,0,0.0,820.41,0.100035,0.075466
6277,2026-01-01,1986-04-11,39,25-39,2013,13,13+,Suburban,Sedan,0.2891,0,0.0,216.82,0.081739,0.023631
6278,2026-01-01,1942-12-01,83,65+,2019,7,4-7,Suburban,Sedan,0.6908,0,0.0,569.91,0.065813,0.045463
6279,2026-01-01,1962-01-20,63,40-64,2012,14,13+,Suburban,SUV,0.7749,0,0.0,581.18,0.067129,0.052018
6280,2026-01-01,2003-12-04,22,16-24,2024,2,0-3,Urban A,Sedan,0.1534,0,0.0,208.53,0.17124,0.026268
6281,2026-01-01,1985-02-14,40,40-64,2009,17,13+,Suburban,SUV,0.7928,0,0.0,594.6,0.067129,0.05322
6282,2026-01-01,1968-08-28,57,40-64,2018,8,8-12,Suburban,SUV,0.3416,0,0.0,256.2,0.057184,0.019534
6283,2026-01-01,1975-04-05,50,40-64,2006,20,13+,Suburban,Sedan,0.4506,0,0.0,337.95,0.060416,0.027223
6284,2026-01-01,1949-06-08,76,65+,2018,8,8-12,Urban B,Sedan,0.178,0,0.0,161.54,0.096708,0.017214
6285,2026-01-01,1963-12-16,62,40-64,2022,4,4-7,Rural,SUV,0.8548,0,0.0,641.1,0.038675,0.033059
6286,2026-01-01,1970-05-05,55,40-64,2023,3,0-3,Suburban,SUV,0.6047,0,0.0,453.52,0.042266,0.025558
6287,2026-01-01,1973-02-22,52,40-64,2015,11,8-12,Urban B,Sedan,0.5542,0,0.0,457.22,0.065761,0.036445
6288,2026-01-01,1940-09-24,85,65+,2011,15,13+,Urban B,Sedan,0.9717,0,0.0,881.82,0.113527,0.110314
6289,2026-01-01,1978-02-26,47,40-64,2008,18,13+,Suburban,Truck,0.4011,0,0.0,345.95,0.080554,0.03231
6290,2026-01-01,2009-08-08,16,16-24,2023,3,0-3,Rural,Sedan,0.9017,0,0.0,980.6,0.066134,0.059633
6291,2026-01-01,1966-01-14,59,40-64,2023,3,0-3,Urban B,Sedan,0.7477,0,0.0,616.85,0.048606,0.036343
6292,2026-01-01,1977-01-19,48,40-64,2019,7,4-7,Rural,SUV,0.9357,0,0.0,701.78,0.038675,0.036188
6293,2026-01-01,1961-09-23,64,40-64,2022,4,4-7,Urban B,Sedan,0.917,0,0.0,756.53,0.057184,0.052437
6294,2026-01-01,1980-11-14,45,40-64,2011,15,13+,Urban B,Sedan,0.9919,0,0.0,818.32,0.077198,0.076573
6295,2026-01-01,1996-11-13,29,25-39,2021,5,4-7,Suburban,Truck,0.2185,0,0.0,188.46,0.08073,0.01764
6296,2026-01-01,1971-01-01,55,40-64,2019,7,4-7,Urban A,Truck,0.8164,0,0.0,880.18,0.096135,0.078485
6297,2026-01-01,1951-10-27,74,65+,2026,0,0-3,Urban A,Sedan,0.824,0,0.0,849.75,0.090127,0.074264
6298,2026-01-01,2000-07-18,25,25-39,2026,0,0-3,Suburban,SUV,0.6799,0,0.0,509.92,0.057184,0.038879
6299,2026-01-01,1995-03-17,30,25-39,2016,10,8-12,Urban A,Sedan,0.351,0,0.0,329.06,0.112181,0.039376
6300,2026-01-01,1992-01-16,33,25-39,2010,16,13+,Urban A,SUV,0.9686,0,0.0,908.06,0.146323,0.141729
6301,2026-01-01,1997-11-10,28,25-39,2019,7,4-7,Urban A,SUV,0.284,0,0.0,266.25,0.108388,0.030782
6302,2026-01-01,1975-02-20,50,40-64,2009,17,13+,Urban A,SUV,0.5496,0,0.0,515.25,0.108152,0.05944
6303,2026-01-01,2001-05-25,24,16-24,2026,0,0-3,Urban B,Sedan,0.5693,1,3612.29,681.03,0.108649,0.061854
6304,2026-01-01,1942-09-27,83,65+,2009,17,13+,Urban B,Sedan,0.2456,0,0.0,222.88,0.113527,0.027882
6305,2026-01-01,1995-12-22,30,25-39,2016,10,8-12,Rural,SUV,0.7503,0,0.0,562.72,0.060174,0.045148
6306,2026-01-01,2004-11-09,21,16-24,2021,5,4-7,Suburban,SUV,0.18,0,0.0,195.75,0.11115,0.020007
6307,2026-01-01,1986-12-22,39,25-39,2025,1,0-3,Suburban,Truck,0.7238,0,0.0,624.28,0.06862,0.049668
6308,2026-01-01,1979-07-21,46,40-64,2022,4,4-7,Urban A,Sedan,0.8638,0,0.0,809.81,0.072101,0.062281
6309,2026-01-01,1962-01-17,63,40-64,2010,16,13+,Urban A,Sports,0.4145,1,3142.87,563.46,0.200081,0.082934
6310,2026-01-01,1972-01-08,53,40-64,2006,20,13+,Rural,Sedan,0.7385,0,0.0,553.88,0.04699,0.034702
6311,2026-01-01,1942-12-20,83,65+,2025,1,0-3,Suburban,Sedan,0.2411,0,0.0,198.91,0.055941,0.013487
6312,2026-01-01,1983-04-01,42,40-64,2024,2,0-3,Rural,Truck,0.8614,0,0.0,742.96,0.039448,0.033981
6313,2026-01-01,2000-02-16,25,25-39,2020,6,4-7,Urban B,SUV,0.9568,0,0.0,789.36,0.085962,0.082249
6314,2026-01-01,1952-03-06,73,65+,2006,20,13+,Suburban,Sedan,0.2374,0,0.0,195.86,0.088847,0.021092
6315,2026-01-01,1974-09-28,51,40-64,2024,2,0-3,Suburban,SUV,0.7227,0,0.0,542.02,0.042266,0.030546
6316,2026-01-01,1977-08-30,48,40-64,2007,19,13+,Urban A,Sedan,0.5552,0,0.0,520.5,0.097337,0.054041
6317,2026-01-01,1980-10-18,45,40-64,2021,5,4-7,Rural,Sports,0.5783,0,0.0,628.9,0.071549,0.041377
6318,2026-01-01,1994-09-12,31,25-39,2018,8,8-12,Urban B,SUV,0.7358,0,0.0,607.04,0.098857,0.072739
6319,2026-01-01,1984-11-15,41,40-64,2021,5,4-7,Urban B,SUV,0.5399,0,0.0,445.42,0.063538,0.034304
6320,2026-01-01,1986-12-27,39,25-39,2014,12,8-12,Urban A,Sedan,0.6403,2,10358.81,600.28,0.112181,0.07183
6321,2026-01-01,1985-04-28,40,40-64,2025,1,0-3,Suburban,Sedan,0.3078,0,0.0,230.85,0.03804,0.011709
6322,2026-01-01,1989-06-20,36,25-39,2010,16,13+,Suburban,SUV,0.4407,0,0.0,330.52,0.090821,0.040025
6323,2026-01-01,1978-11-12,47,40-64,2018,8,8-12,Urban B,Sedan,0.8787,0,0.0,724.93,0.065761,0.057784
6324,2026-01-01,1965-07-11,60,40-64,2024,2,0-3,Rural,Sedan,0.1989,0,0.0,149.17,0.029586,0.005885
6325,2026-01-01,1945-04-20,80,65+,2022,4,4-7,Urban B,SUV,0.6378,0,0.0,578.8,0.093438,0.059594
6326,2026-01-01,1998-10-15,27,25-39,2024,2,0-3,Rural,SUV,0.2659,0,0.0,199.42,0.044476,0.011826
6327,2026-01-01,1957-03-02,68,65+,2017,9,8-12,Suburban,Sedan,0.8619,0,0.0,711.07,0.075684,0.065232
6328,2026-01-01,1985-11-20,40,40-64,2008,18,13+,Rural,SUV,0.6211,0,0.0,465.82,0.052211,0.032428
6329,2026-01-01,1977-03-26,48,40-64,2022,4,4-7,Suburban,Sports,0.4627,0,0.0,503.19,0.091991,0.042564
6330,2026-01-01,1998-05-10,27,25-39,2008,18,13+,Urban B,Sedan,0.3248,0,0.0,267.96,0.104444,0.033924
6331,2026-01-01,1997-08-10,28,25-39,2022,4,4-7,Urban B,Sedan,0.4932,0,0.0,406.89,0.077366,0.038157
6332,2026-01-01,1962-07-12,63,40-64,2023,3,0-3,Rural,Sedan,0.9619,0,0.0,721.42,0.029586,0.028459
6333,2026-01-01,1977-02-23,48,40-64,2009,17,13+,Rural,Sedan,0.5583,0,0.0,418.72,0.04699,0.026235
6334,2026-01-01,1991-04-24,34,25-39,2017,9,8-12,Suburban,SUV,0.5225,1,2016.61,391.88,0.077366,0.040424
6335,2026-01-01,1950-06-23,75,65+,2020,6,4-7,Suburban,Sedan,0.7716,0,0.0,636.57,0.065813,0.050781
6336,2026-01-01,1959-10-28,66,65+,2014,12,8-12,Urban B,SUV,0.4411,0,0.0,400.3,0.107453,0.047398
6337,2026-01-01,1984-06-23,41,40-64,2019,7,4-7,Urban A,SUV,0.4847,0,0.0,454.41,0.080112,0.038831
6338,2026-01-01,1993-12-09,32,25-39,2025,1,0-3,Urban A,SUV,0.4033,0,0.0,378.09,0.092129,0.037156
6339,2026-01-01,1985-12-27,40,40-64,2015,11,8-12,Suburban,Sedan,0.2358,0,0.0,176.85,0.051465,0.012136
6340,2026-01-01,1968-11-01,57,40-64,2014,12,8-12,Suburban,Sedan,0.7424,0,0.0,556.8,0.051465,0.038208
6341,2026-01-01,1986-09-18,39,25-39,2018,8,8-12,Suburban,Sedan,0.8857,0,0.0,664.28,0.06963,0.061671
6342,2026-01-01,1979-04-19,46,40-64,2017,9,8-12,Suburban,Sedan,0.915,0,0.0,686.25,0.051465,0.047091
6343,2026-01-01,1947-09-21,78,65+,2026,0,0-3,Urban B,Sedan,0.8927,0,0.0,810.13,0.07148,0.06381
6344,2026-01-01,1947-12-31,78,65+,2022,4,4-7,Urban A,Sedan,0.5066,0,0.0,522.43,0.106031,0.053715
6345,2026-01-01,1980-06-13,45,40-64,2023,3,0-3,Urban A,SUV,0.3557,0,0.0,333.47,0.068096,0.024222
6346,2026-01-01,1953-05-07,72,65+,2011,15,13+,Urban A,Sedan,0.6741,0,0.0,695.17,0.143142,0.096492
6347,2026-01-01,1983-03-18,42,40-64,2023,3,0-3,Suburban,Sedan,0.9592,0,0.0,719.4,0.03804,0.036488
6348,2026-01-01,1979-08-01,46,40-64,2012,14,13+,Suburban,Sedan,0.7543,0,0.0,565.72,0.060416,0.045572
6349,2026-01-01,1993-05-22,32,25-39,2016,10,8-12,Rural,Sedan,0.5454,0,0.0,409.05,0.054156,0.029537
6350,2026-01-01,1991-02-09,34,25-39,2020,6,4-7,Urban A,SUV,0.7199,0,0.0,674.91,0.108388,0.078028
6351,2026-01-01,1968-01-08,57,40-64,2013,13,13+,Rural,Sedan,0.7953,0,0.0,596.48,0.04699,0.037371
6352,2026-01-01,1964-06-17,61,40-64,2019,7,4-7,Suburban,SUV,0.9273,0,0.0,695.48,0.049725,0.04611
6353,2026-01-01,1974-07-26,51,40-64,2013,13,13+,Urban B,Sedan,0.7869,0,0.0,649.19,0.077198,0.060747
6354,2026-01-01,1971-03-29,54,40-64,2011,15,13+,Suburban,Sedan,0.4899,1,755.65,367.42,0.060416,0.029598
6355,2026-01-01,1987-03-09,38,25-39,2022,4,4-7,Rural,Truck,0.3462,0,0.0,298.6,0.06279,0.021738
6356,2026-01-01,1953-06-10,72,65+,2011,15,13+,Urban B,Sedan,0.5499,0,0.0,499.03,0.113527,0.062428
6357,2026-01-01,1968-01-19,57,40-64,2018,8,8-12,Suburban,Sedan,0.3954,0,0.0,296.55,0.051465,0.020349
6358,2026-01-01,1958-05-29,67,65+,2014,12,8-12,Urban B,SUV,0.9485,0,0.0,860.76,0.107453,0.101919
6359,2026-01-01,1964-10-02,61,40-64,2007,19,13+,Urban A,SUV,0.5572,0,0.0,522.38,0.108152,0.060262
6360,2026-01-01,1979-10-09,46,40-64,2023,3,0-3,Urban A,SUV,0.5249,0,0.0,492.09,0.068096,0.035743
6361,2026-01-01,1969-11-29,56,40-64,2014,12,8-12,Urban A,SUV,0.4134,0,0.0,387.56,0.092129,0.038086
6362,2026-01-01,1997-08-22,28,25-39,2006,20,13+,Suburban,Sedan,0.6755,0,0.0,506.62,0.081739,0.055215
6363,2026-01-01,1984-11-07,41,40-64,2025,1,0-3,Urban A,Truck,0.568,0,0.0,612.37,0.081715,0.046414
6364,2026-01-01,1973-03-09,52,40-64,2019,7,4-7,Suburban,Sedan,0.2161,0,0.0,162.07,0.044752,0.009671
6365,2026-01-01,1995-11-16,30,25-39,2023,3,0-3,Rural,Sedan,0.8823,0,0.0,661.72,0.040029,0.035317
6366,2026-01-01,1962-01-08,63,40-64,2014,12,8-12,Rural,Sedan,0.4231,0,0.0,317.32,0.040029,0.016936
6367,2026-01-01,1984-02-03,41,40-64,2026,0,0-3,Urban B,SUV,0.4893,0,0.0,403.67,0.054007,0.026426
6368,2026-01-01,1951-08-11,74,65+,2007,19,13+,Urban A,Sedan,0.2851,0,0.0,294.01,0.143142,0.04081
6369,2026-01-01,1962-08-24,63,40-64,2023,3,0-3,Urban B,SUV,0.5981,0,0.0,493.43,0.054007,0.032302
6370,2026-01-01,1990-06-27,35,25-39,2012,14,13+,Urban A,SUV,0.7318,0,0.0,686.06,0.146323,0.107079
6371,2026-01-01,2008-12-28,17,16-24,2006,20,13+,Urban B,Sedan,0.893,0,0.0,1068.25,0.17256,0.154096
6372,2026-01-01,2002-09-29,23,16-24,2020,6,4-7,Suburban,SUV,0.1464,0,0.0,159.21,0.11115,0.016272
6373,2026-01-01,2000-06-07,25,25-39,2016,10,8-12,Suburban,SUV,0.976,0,0.0,732.0,0.077366,0.075509
6374,2026-01-01,1988-10-19,37,25-39,2010,16,13+,Urban A,Truck,0.7334,0,0.0,790.7,0.175588,0.128776
6375,2026-01-01,2007-06-29,18,16-24,2022,4,4-7,Urban A,Sedan,0.3559,0,0.0,483.8,0.201459,0.071699
6376,2026-01-01,1979-06-08,46,40-64,2014,12,8-12,Rural,SUV,0.284,0,0.0,213.0,0.044476,0.012631
6377,2026-01-01,1974-08-28,51,40-64,2008,18,13+,Rural,Truck,0.3665,0,0.0,316.11,0.062654,0.022963
6378,2026-01-01,1964-12-07,61,40-64,2024,2,0-3,Suburban,Sedan,0.8882,0,0.0,666.15,0.03804,0.033787
6379,2026-01-01,1955-11-27,70,65+,2016,10,8-12,Suburban,SUV,0.3623,0,0.0,298.9,0.084094,0.030467
6380,2026-01-01,2006-04-09,19,16-24,2008,18,13+,Suburban,Sedan,0.5165,0,0.0,561.69,0.135047,0.069752
6381,2026-01-01,1942-08-10,83,65+,2006,20,13+,Urban A,Truck,0.7352,0,0.0,871.9,0.190856,0.140318
6382,2026-01-01,1974-11-23,51,40-64,2017,9,8-12,Rural,SUV,0.8848,0,0.0,663.6,0.044476,0.039353
6383,2026-01-01,1970-05-26,55,40-64,2018,8,8-12,Urban A,Truck,0.6927,0,0.0,746.82,0.110555,0.076582
6384,2026-01-01,1992-12-10,33,25-39,2022,4,4-7,Suburban,SUV,0.7778,0,0.0,583.35,0.067275,0.052326
6385,2026-01-01,1979-01-12,46,40-64,2020,6,4-7,Urban A,SUV,0.256,0,0.0,240.0,0.080112,0.020509
6386,2026-01-01,1985-10-17,40,40-64,2013,13,13+,Suburban,SUV,0.8897,0,0.0,667.28,0.067129,0.059724
6387,2026-01-01,1982-08-07,43,40-64,2016,10,8-12,Suburban,SUV,0.3481,0,0.0,261.08,0.057184,0.019906
6388,2026-01-01,1984-02-10,41,40-64,2010,16,13+,Suburban,SUV,0.2155,0,0.0,161.62,0.067129,0.014466
6389,2026-01-01,1996-05-24,29,25-39,2020,6,4-7,Urban B,Sedan,0.9786,0,0.0,807.35,0.077366,0.075711
6390,2026-01-01,1986-11-19,39,25-39,2015,11,8-12,Suburban,Sedan,0.2815,0,0.0,211.12,0.06963,0.019601
6391,2026-01-01,1966-07-22,59,40-64,2023,3,0-3,Suburban,SUV,0.223,0,0.0,167.25,0.042266,0.009425
